Detailed Results ,,,,,,,,,,,
Constituency No.,Constituency Name,Candidate Name,Candidate Sex,Candidate Age,Candidate Category, Party Name, VALID VOTES POLLED in General, VALID VOTES POLLED in Postal, Total Valid Votes,Total Electors,Total Votes
115,Rajarhat new town,None of the Above,NOTA,2328,4,2332,235946,198890
115,Rajarhat new town,BHASKAR ROY,M,35,SC,BSP,1997,1,1998,235946,198890
115,Rajarhat new town,SAMIR SARDDAR,M,44,GEN,IND,1447,0,1447,235946,198890
116,Bidhannagar,SUJIT BOSE,M,53,GEN,AITC,66027,103,66130,226897,154303
116,Bidhannagar,ARUNAVA GHOSH,M,61,GEN,INC,58920,222,59142,226897,154303
116,Bidhannagar,SUSANTA RANJAN PAL,M,69,GEN,BJP,21718,17,21735,226897,154303
116,Bidhannagar,None of the Above,NOTA,3247,8,3255,226897,154303
116,Bidhannagar,RANJAN MAJUMDER,M,49,SC,BSP,1163,0,1163,226897,154303
116,Bidhannagar,ANANDA CHANDA,M,30,GEN,SHS,897,0,897,226897,154303
116,Bidhannagar,MANMOHAN GARODIA,M,53,GEN,IND,771,0,771,226897,154303
116,Bidhannagar,TARUN KUMAR DAS,M,58,GEN,SUCI,532,1,533,226897,154303
116,Bidhannagar,PALASH BISWAS,M,33,GEN,IND,379,0,379,226897,154303
116,Bidhannagar,KUNAL MAJUMDER,M,64,GEN,IND,298,0,298,226897,154303
117,Rajarhat gopalpur,PURNENDU BASU,M,64,GEN,AITC,72699,94,72793,229140,164314
117,Rajarhat gopalpur,NEPALDEB BHATTACHARJEE,M,64,GEN,CPM,65729,190,65919,229140,164314
117,Rajarhat gopalpur,DILIP MITRA,M,62,GEN,BJP,19667,16,19683,229140,164314
117,Rajarhat gopalpur,None of the Above,NOTA,3771,9,3780,229140,164314
117,Rajarhat gopalpur,RANJIT KUMAR DUTTA,M,75,GEN,IND,1242,2,1244,229140,164314
117,Rajarhat gopalpur,SHYAMAL MONDAL,M,39,GEN,IND,895,0,895,229140,164314
118,Madhyamgram,RATHIN GHOSH,M,58,GEN,AITC,110024,247,110271,239765,207704
118,Madhyamgram,TAPAS MAJUMDER,M,53,GEN,INC,74223,244,74467,239765,207704
118,Madhyamgram,DEBASISH MITRA (BAPI),M,59,GEN,BJP,17137,11,17148,239765,207704
118,Madhyamgram,None of the Above,NOTA,2922,10,2932,239765,207704
118,Madhyamgram,HIMANGSHU MONDAL,M,33,GEN,BSP,2885,1,2886,239765,207704
119,Barasat,CHIRANJEET CHAKRABARTI,M,66,GEN,AITC,99402,265,99667,248132,205770
119,Barasat,CHATTOPADHYAY SANJIB,M,42,GEN,AIFB,74148,520,74668,248132,205770
119,Barasat,DR. BITHIKA MANDAL,F,49,SC,BJP,22503,34,22537,248132,205770
119,Barasat,None of the Above,NOTA,3714,17,3731,248132,205770
119,Barasat,SUNIL CHANDRA ROY,M,64,SC,BSP,2823,4,2827,248132,205770
119,Barasat,BIPLAB DUTTA,M,61,GEN,SUCI,1230,0,1230,248132,205770
119,Barasat,ASHIM KANTI GHOSH,M,65,GEN,SHS,1110,0,1110,248132,205770
120,Deganga,RAHIMA MONDAL,F,46,GEN,AITC,97255,157,97412,215780,191509
120,Deganga,MD. HASANOOR JAMAN CHOWDHURY,M,43,GEN,AIFB,71219,203,71422,215780,191509
120,Deganga,TARUN KANTI GHOSH,M,46,GEN,BJP,12055,19,12074,215780,191509
120,Deganga,BAKI BILLAH KARIKAR,M,28,GEN,BSP,4247,0,4247,215780,191509
120,Deganga,RAFIKUL ISLAM,M,40,GEN,WPOI,2315,2,2317,215780,191509
120,Deganga,AJOY SADHU KHAN,M,59,GEN,SUCI,1754,0,1754,215780,191509
120,Deganga,None of the Above,NOTA,1585,4,1589,215780,191509
120,Deganga,RITA PANDA,F,48,GEN,LJP,694,0,694,215780,191509
121,Haroa,ISLAM SK. NURUL (HAJI),M,52,GEN,AITC,112913,88,113001,231183,200622
121,Haroa,IMTIAZ HOSSAIN,M,49,GEN,CPM,70464,130,70594,231183,200622
121,Haroa,MANMATHA BACHAR,M,61,SC,BJP,11073,5,11078,231183,200622
121,Haroa,MD.NAZRUL ISLAM,M,29,GEN,BSP,3208,0,3208,231183,200622
121,Haroa,None of the Above,NOTA,2739,2,2741,231183,200622
122,Minakhan (SC),USHA RANI MONDAL,F,42,SC,AITC,103130,80,103210,209028,185101
122,Minakhan (SC),DINABANDHU MONDAL,M,56,SC,CPM,60503,109,60612,209028,185101
122,Minakhan (SC),JAYANTA MONDAL,M,34,SC,BJP,13554,12,13566,209028,185101
122,Minakhan (SC),KRISHNA KINKAR DAS,M,45,SC,BSP,3995,0,3995,209028,185101
122,Minakhan (SC),None of the Above,NOTA,3718,0,3718,209028,185101
123,Sandeshkhali (ST),SUKUMAR MAHATA,M,39,ST,AITC,96428,128,96556,215194,187519
123,Sandeshkhali (ST),NIRAPADA SARDAR,M,46,ST,CPM,58228,138,58366,215194,187519
123,Sandeshkhali (ST),SUKUMAR SARDAR,M,47,ST,BJP,23822,19,23841,215194,187519
123,Sandeshkhali (ST),None of the Above,NOTA,2951,1,2952,215194,187519
123,Sandeshkhali (ST),MANIB SARDAR,M,43,ST,AMB,1890,0,1890,215194,187519
123,Sandeshkhali (ST),RAMKRISHNA MUNDA (SARDAR),M,38,ST,BSP,1686,0,1686,215194,187519
123,Sandeshkhali (ST),KRISHNA PADA MUNDA,M,42,ST,SUCI,1217,1,1218,215194,187519
123,Sandeshkhali (ST),HARISH CHANDRA SARDAR,M,50,ST,IND,1010,0,1010,215194,187519
124,Basirhat Dakshin,DIPENDU BISWAS (MITHU),M,37,GEN,AITC,87635,450,88085,249807,216639
124,Basirhat Dakshin,SAMIK BHATTACHARYA,M,53,GEN,BJP,63837,190,64027,249807,216639
124,Basirhat Dakshin,AMIT MAJUMDAR,M,51,GEN,INC,56698,337,57035,249807,216639
124,Basirhat Dakshin,None of the Above,NOTA,1947,2,1949,249807,216639
124,Basirhat Dakshin,DEBABRATA BISWAS (BABU),M,48,GEN,CPI(ML)(L),1462,0,1462,249807,216639
124,Basirhat Dakshin,DILIP BAIRAGI,M,33,SC,BSP,1133,0,1133,249807,216639
124,Basirhat Dakshin,AJAY KUMAR BAIN,M,51,SC,SUCI,1080,1,1081,249807,216639
124,Basirhat Dakshin,BARUN DAS,M,56,GEN,PDS,964,0,964,249807,216639
124,Basirhat Dakshin,TASIRUL MONDAL,M,29,GEN,RPI(A),903,0,903,249807,216639
125,Basirhat Uttar,RAFIKUL ISLAM MONDAL,M,56,GEN,CPM,97542,286,97828,238670,213885
125,Basirhat Uttar,A.T.M. ABDULLAH (RONY),M,43,GEN,AITC,97086,250,97336,238670,213885
125,Basirhat Uttar,TARAFAN GAZI,M,64,GEN,BJP,13062,10,13072,238670,213885
125,Basirhat Uttar,ABUL KASEM DHALI,M,53,GEN,BSP,3006,0,3006,238670,213885
125,Basirhat Uttar,None of the Above,NOTA,2636,7,2643,238670,213885
126,Hingalganj (SC),DEBES MANDAL,M,48,SC,AITC,94482,271,94753,212172,178771
126,Hingalganj (SC),ANANDAMAY MANDAL,M,63,SC,CPI,64256,193,64449,212172,178771
126,Hingalganj (SC),LABANYA MONDAL,M,48,SC,BJP,14308,19,14327,212172,178771
126,Hingalganj (SC),GAYEN RANJIT,M,73,SC,IND,1921,0,1921,212172,178771
126,Hingalganj (SC),None of the Above,NOTA,1853,1,1854,212172,178771
126,Hingalganj (SC),NITISH KUMAR BISWAS,M,35,SC,BSP,1467,0,1467,212172,178771
127,Gosaba,JAYANTA NASKAR,M,69,SC,AITC,90533,183,90716,211897,179578
127,Gosaba,UTTAM KUMAR SAHA,M,54,SC,RSP,70853,192,71045,211897,179578
127,Gosaba,SANJOY KR. NAYEK,M,33,SC,BJP,11495,9,11504,211897,179578
127,Gosaba,None of the Above,NOTA,3108,1,3109,211897,179578
127,Gosaba,DILIP MONDAL,M,50,SC,SUCI,1048,2,1050,211897,179578
127,Gosaba,DINABANDHU MANDAL,M,28,SC,LJP,977,0,977,211897,179578
127,Gosaba,HARIPADA MANDAL,M,42,SC,BSP,776,0,776,211897,179578
127,Gosaba,TUSHAR KANTI MONDAL,M,32,SC,MPOI,401,0,401,211897,179578
128,Basanti ,GOBINDA CHANDRA NASKAR,M,74,SC,AITC,90451,71,90522,225157,181507
128,Basanti ,SUBHAS NASKAR,M,64,SC,RSP,73780,135,73915,225157,181507
128,Basanti ,PANKAJ ROY,M,54,SC,BJP,10362,11,10373,225157,181507
128,Basanti ,None of the Above,NOTA,4486,1,4487,225157,181507
128,Basanti ,HIMANSHU KAYAL,M,37,SC,MPOI,1141,0,1141,225157,181507
128,Basanti ,TARANGA MONDAL,M,81,SC,IND,1069,0,1069,225157,181507
129,Kultali,RAM SANKAR HALDER,M,61,SC,CPM,73821,111,73932,230180,197859
129,Kultali,GOPAL MAJHI,M,51,SC,AITC,62130,82,62212,230180,197859
129,Kultali,JAYKRISHNA HALDAR,M,61,SC,SUCI,48004,54,48058,230180,197859
129,Kultali,BIKRAM NASKAR,M,39,SC,BJP,10372,4,10376,230180,197859
129,Kultali,None of the Above,NOTA,1551,1,1552,230180,197859
129,Kultali,TAPAN BAIRAGI,M,45,SC,IND,691,0,691,230180,197859
129,Kultali,PALLABI DAS,F,26,SC,LJP,535,0,535,230180,197859
129,Kultali,BHUTNATH SARDAR,M,41,SC,BMUP,503,0,503,230180,197859
130,Patharpratima,SAMIR KUMAR JANA,M,66,GEN,AITC,107255,340,107595,236841,211611
130,Patharpratima,PHANIBHUSHAN GIRI,M,59,GEN,INC,93562,240,93802,236841,211611
130,Patharpratima,SRIDHAR CHANDRA BAGARI,M,60,GEN,BJP,6934,8,6942,236841,211611
130,Patharpratima,PABITRA MAITY,M,53,GEN,SUCI,1894,1,1895,236841,211611
130,Patharpratima,None of the Above,NOTA,1376,1,1377,236841,211611
131,Kakdwip,MANTURAM PAKHIRA,M,53,GEN,AITC,104278,472,104750,217094,195053
131,Kakdwip,RAFIK UDDIN MOLLA,M,51,GEN,INC,79557,274,79831,217094,195053
131,Kakdwip,KOUSHIK DAS,M,26,GEN,BJP,6591,9,6600,217094,195053
131,Kakdwip,AMIYA SASMAL,M,55,GEN,SUCI,1277,3,1280,217094,195053
131,Kakdwip,None of the Above,NOTA,1130,0,1130,217094,195053
131,Kakdwip,PARBATI BHUNIA,F,50,GEN,BSP,960,0,960,217094,195053
131,Kakdwip,AHAMADULLA SHEIKH,M,33,GEN,LJP,502,0,502,217094,195053
132,Sagar,BANKIM CHANDRA HAZRA,M,66,GEN,AITC,112184,628,112812,243055,217806
132,Sagar,ASIM KUMAR MANDAL,M,55,SC,CPM,94333,408,94741,243055,217806
132,Sagar,SARBORI MUKHERJEE,F,43,GEN,BJP,7169,8,7177,243055,217806
132,Sagar,None of the Above,NOTA,1472,0,1472,243055,217806
132,Sagar,SANKHABARAN SAHOO,M,66,GEN,IND,759,3,762,243055,217806
132,Sagar,KAMALENDU PANI,M,62,GEN,SUCI,488,1,489,243055,217806
132,Sagar,ASHOK BARMAN,M,60,SC,LJP,353,0,353,243055,217806
133,Kulpi,JOGARANJAN HALDER,M,62,GEN,AITC,83820,216,84036,194927,169266
133,Kulpi,REJAUL HAQUE KHAN,M,41,GEN,CPM,72286,295,72581,194927,169266
133,Kulpi,NABENDU SUNDAR NASKAR,M,28,SC,BJP,8425,9,8434,194927,169266
133,Kulpi,DR. ARUP KUMAR HALDER,M,58,SC,BSP,1323,1,1324,194927,169266
133,Kulpi,None of the Above,NOTA,1311,0,1311,194927,169266
133,Kulpi,RANAJIT SINGHA,M,39,GEN,SUCI,1076,1,1077,194927,169266
133,Kulpi,SABIR HOSSEN CHAPRASI,M,31,GEN,LJP,503,0,503,194927,169266
134,Raidighi,DEBASREE ROY,F,54,GEN,AITC,100905,256,101161,243711,217640
134,Raidighi,KANTI GANGULY,M,72,GEN,CPM,99648,284,99932,243711,217640
134,Raidighi,SANGHAMITRA CHAUDHURI,F,46,GEN,BJP,7699,4,7703,243711,217640
134,Raidighi,GUNASINDHU HALDAR,M,60,SC,SUCI,4520,7,4527,243711,217640
134,Raidighi,None of the Above,NOTA,1709,1,1710,243711,217640
134,Raidighi,RAJENDRA NASKAR,M,53,GEN,BSP,916,0,916,243711,217640
134,Raidighi,PURNENDU SHEKHAR MONDAL,M,53,SC,IND,789,0,789,243711,217640
134,Raidighi,AMIYA GANGOPADHYAY,M,61,GEN,IND,373,0,373,243711,217640
134,Raidighi,ARUN KUMAR GAYEN,M,45,GEN,IND,338,0,338,243711,217640
134,Raidighi,PRASANTA MONDAL,M,30,GEN,LJP,191,0,191,243711,217640
135,Mandirbazar,HALDER JOYDEB,M,53,SC,AITC,94115,224,94339,206590,178941
135,Mandirbazar,DR. SARAT CHANDRA HALDAR,M,39,SC,CPM,68954,446,69400,206590,178941
135,Mandirbazar,CHHANDITA MAZUMDER,F,46,SC,BJP,8644,9,8653,206590,178941
135,Mandirbazar,SISIR KUMAR MONDAL,M,53,SC,SUCI,1839,9,1848,206590,178941
135,Mandirbazar,None of the Above,NOTA,1460,0,1460,206590,178941
135,Mandirbazar,BAPPA DAS,M,36,SC,PDS,951,0,951,206590,178941
135,Mandirbazar,TAPAS KUMAR HALDER,M,46,SC,BSP,809,1,810,206590,178941
135,Mandirbazar,GANESH HALDER,M,35,SC,LJP,788,0,788,206590,178941
135,Mandirbazar,SUDIP HALDER,M,42,SC,IND,692,0,692,206590,178941
136,Jaynagar,BISWANATH DAS,M,50,SC,AITC,64370,212,64582,211270,178269
136,Jaynagar,SUJIT PATWARI,M,51,SC,INC,49315,216,49531,211270,178269
136,Jaynagar,TARUN KANTI NASKAR,M,58,SC,SUCI,39273,124,39397,211270,178269
136,Jaynagar,UTPAL KUMAR MANDAL,M,49,SC,BJP,18044,11,18055,211270,178269
136,Jaynagar,None of the Above,NOTA,1548,0,1548,211270,178269
136,Jaynagar,TARUN NASKAR,M,40,SC,IND,1417,0,1417,211270,178269
136,Jaynagar,DILIP SARDAR,M,47,SC,IND,1257,0,1257,211270,178269
136,Jaynagar,AMULYA KUMAR SARDAR,M,64,SC,BSP,841,0,841,211270,178269
136,Jaynagar,SANKAR DEB MONDAL,M,61,SC,IND,718,0,718,211270,178269
136,Jaynagar,MANABENDRA NATH HALDER,M,75,SC,BMUP,492,0,492,211270,178269
136,Jaynagar,TARANGA MONDAL,M,81,SC,IND,431,0,431,211270,178269
137,Baruipur Purba,NIRMAL CHANDRA MONDAL,M,73,SC,AITC,92052,261,92313,222583,191966
137,Baruipur Purba,SUJOY MISTRY,M,33,SC,CPM,71732,219,71951,222583,191966
137,Baruipur Purba,AMULYA KUMAR NASKAR,M,62,SC,BJP,12731,7,12738,222583,191966
137,Baruipur Purba,AJAY SAHA,M,63,SC,SUCI,9213,17,9230,222583,191966
137,Baruipur Purba,None of the Above,NOTA,2024,2,2026,222583,191966
137,Baruipur Purba,BIMAL KRISHNA MONDAL,M,56,SC,BSP,1653,0,1653,222583,191966
137,Baruipur Purba,CHINMOY NASKAR,M,33,SC,IND,1364,0,1364,222583,191966
137,Baruipur Purba,ALOK SARDAR,M,31,SC,IND,691,0,691,222583,191966
138,Canning paschim,SHYAMAL MONDAL,M,50,SC,AITC,93344,154,93498,222418,190517
138,Canning paschim,ARNAB ROY,M,55,SC,INC,74620,152,74772,222418,190517
138,Canning paschim,MANOJIT MONDAL,M,37,SC,BJP,12646,18,12664,222418,190517
138,Canning paschim,RAMPRASAD MISTRY,M,43,SC,SUCI,3978,2,3980,222418,190517
138,Canning paschim,None of the Above,NOTA,2461,0,2461,222418,190517
138,Canning paschim,SWADESH SANFUI,M,41,SC,BSP,1827,0,1827,222418,190517
138,Canning paschim,DEBASIS SANI,M,49,SC,IND,1315,0,1315,222418,190517
139,Canning Purba,SAOKAT MOLLA,M,45,GEN,AITC,115139,125,115264,220662,193528
139,Canning Purba,AJIJER RAHAMAN MOLLA,M,56,GEN,CPM,60165,65,60230,220662,193528
139,Canning Purba,SUDARSHAN GOSWAMI,M,51,GEN,BJP,12289,4,12293,220662,193528
139,Canning Purba,None of the Above,NOTA,3193,0,3193,220662,193528
139,Canning Purba,SUJIT NASKAR,M,42,SC,SUCI,2548,0,2548,220662,193528
140,Baruipur paschim,BIMAN BANERJEE,M,68,GEN,AITC,99403,542,99945,212898,182604
140,Baruipur paschim,SAFIUDDIN KHAN,M,48,GEN,CPM,62997,416,63413,212898,182604
140,Baruipur paschim,BASABDATTA BANERJEE,F,36,GEN,BJP,13793,19,13812,212898,182604
140,Baruipur paschim,None of the Above,NOTA,2210,7,2217,212898,182604
140,Baruipur paschim,GOPINATH MONDAL,M,52,SC,SUCI,1134,2,1136,212898,182604
140,Baruipur paschim,MUKUL MONDAL,M,38,SC,IND,1013,0,1013,212898,182604
140,Baruipur paschim,DEBABRATA MONDAL,M,33,SC,IND,631,0,631,212898,182604
140,Baruipur paschim,MRINAL KANTI MONDAL,M,42,GEN,LJP,437,0,437,212898,182604
141,Magrahat Purba,NAMITA SAHA .,F,64,SC,AITC,89235,251,89486,212019,183744
141,Magrahat Purba,CHANDAN SAHA,M,36,SC,CPM,79573,353,79926,212019,183744
141,Magrahat Purba,CHANDAN KUMAR NASKAR,M,35,SC,BJP,9459,1,9460,212019,183744
141,Magrahat Purba,None of the Above,NOTA,1489,2,1491,212019,183744
141,Magrahat Purba,RABIRAM NASKAR,M,51,SC,BSP,1371,0,1371,212019,183744
141,Magrahat Purba,SANJAY MANDAL,M,36,SC,SUCI,1133,0,1133,212019,183744
141,Magrahat Purba,PITAM MONDAL,M,45,SC,IND,877,0,877,212019,183744
142,Magrahat paschim,GIAS UDDIN MOLLA,M,59,GEN,AITC,87392,90,87482,201242,172520
142,Magrahat paschim,KHALID EBADULLAH,M,44,GEN,INC,71391,202,71593,201242,172520
142,Magrahat paschim,SUBHAS MONDAL,M,45,GEN,BJP,6921,7,6928,201242,172520
142,Magrahat paschim,None of the Above,NOTA,1870,0,1870,201242,172520
142,Magrahat paschim,MD. RAIS UDDIN BAIDYA,M,67,GEN,WPOI,1425,2,1427,201242,172520
142,Magrahat paschim,SABIR HOSSIAN MISTRI,M,33,GEN,IND,1184,0,1184,201242,172520
142,Magrahat paschim,SAMBHU NATH KANJI,M,30,SC,IND,935,0,935,201242,172520
142,Magrahat paschim,ANURADHA PUTATUNDA,F,60,GEN,PDS,528,0,528,201242,172520
142,Magrahat paschim,PANKAJ BAR,M,32,GEN,IND,221,0,221,201242,172520
142,Magrahat paschim,ABDUL ROUF LASKAR,M,43,GEN,LJP,184,0,184,201242,172520
142,Magrahat paschim,JAKIR HOSSEN SEKH,M,45,GEN,IND,168,0,168,201242,172520
143,Diamond harbour,DIPAK KUMAR HALDER,M,50,GEN,AITC,96539,294,96833,226308,199346
143,Diamond harbour,DR. ABUL HASNAT,M,65,GEN,CPM,81442,354,81796,226308,199346
143,Diamond harbour,BALARAM HALDER,M,46,GEN,BJP,14587,27,14614,226308,199346
143,Diamond harbour,None of the Above,NOTA,2107,2,2109,226308,199346
143,Diamond harbour,SWAPAN MONDAL,M,57,GEN,IND,1539,0,1539,226308,199346
143,Diamond harbour,ROKEYA BIBI,F,33,GEN,BSP,553,0,553,226308,199346
143,Diamond harbour,SUJIT SARDAR,M,33,SC,IND,406,0,406,226308,199346
143,Diamond harbour,ARUN KUMAR PURKAIT,M,70,GEN,IND,406,0,406,226308,199346
143,Diamond harbour,UTTAM MANNA,M,35,GEN,IND,399,0,399,226308,199346
143,Diamond harbour,MONIRUL ISLAM,M,50,GEN,SUCI,376,2,378,226308,199346
143,Diamond harbour,KURBAN SK.,M,42,GEN,IUC,312,1,313,226308,199346
144,Falta,TAMONASH GHOSH,M,60,GEN,AITC,94130,251,94381,212340,188183
144,Falta,BIDHAN PARUI,M,34,SC,CPM,70638,163,70801,212340,188183
144,Falta,AMARENDRA NATH MUKHERJEE,M,64,GEN,BJP,15751,12,15763,212340,188183
144,Falta,None of the Above,NOTA,1807,6,1813,212340,188183
144,Falta,MAMATA LASKAR,F,47,GEN,SUCI,1798,0,1798,212340,188183
144,Falta,ATAL KUMAR PURKAIT,M,71,GEN,BSP,1518,0,1518,212340,188183
144,Falta,JAYASHRI CHAKRABORTY,F,37,GEN,LJP,1328,0,1328,212340,188183
144,Falta,HARAN CHANDRA BISWAS,M,64,SC,PDS,781,0,781,212340,188183
145,Satgachia,SONALI GUHA (BOSE),F,46,GEN,AITC,100013,158,100171,244474,208797
145,Satgachia,PARAMITA GHOSH,F,30,GEN,CPM,82626,273,82899,244474,208797
145,Satgachia,SAPTARSHI BASU,M,38,GEN,BJP,18851,6,18857,244474,208797
145,Satgachia,None of the Above,NOTA,2897,5,2902,244474,208797
145,Satgachia,SATYENDRANATH GHOSH,M,49,GEN,BSP,1581,1,1582,244474,208797
145,Satgachia,DILIP PAL,M,63,GEN,CPI(ML)(L),1468,1,1469,244474,208797
145,Satgachia,TIRTHANKAR GHOSH,M,40,GEN,IND,917,0,917,244474,208797
146,Bishnupur,DILIP MONDAL,M,47,SC,AITC,106992,137,107129,248769,204593
146,Bishnupur,ALOKE SARDAR,M,59,SC,CPM,76424,75,76499,248769,204593
146,Bishnupur,SHYAMAPRASAD HALDER,M,43,SC,BJP,14257,7,14264,248769,204593
146,Bishnupur,None of the Above,NOTA,2401,1,2402,248769,204593
146,Bishnupur,DIPANKAR GAYEN,M,32,SC,BSP,1594,0,1594,248769,204593
146,Bishnupur,SAMAR KR. BISWAS,M,60,SC,IND,1502,0,1502,248769,204593
146,Bishnupur,UTTAM KUMAR HALDER,M,43,SC,PDS,1203,0,1203,248769,204593
147,Sonarpur Dakshin,JIBAN MUKHOPADHYAY,M,67,GEN,AITC,97119,336,97455,247193,203884
147,Sonarpur Dakshin,TARIT CHAKRABORTY,M,60,GEN,CPI,81883,543,82426,247193,203884
147,Sonarpur Dakshin,MANORANJAN JODDAR,M,45,SC,BJP,15713,22,15735,247193,203884
147,Sonarpur Dakshin,None of the Above,NOTA,3013,10,3023,247193,203884
147,Sonarpur Dakshin,ASHITAVRA MONDAL,M,62,SC,BSP,1648,1,1649,247193,203884
147,Sonarpur Dakshin,SAMBHU MONDAL,M,45,GEN,IND,1091,0,1091,247193,203884
147,Sonarpur Dakshin,MINATI MITRA,F,48,GEN,SUCI,1062,1,1063,247193,203884
147,Sonarpur Dakshin,JALADHAR NASKAR,M,62,SC,IND,810,0,810,247193,203884
147,Sonarpur Dakshin,MEGHNATH  HALDER,M,58,SC,MPOI,630,2,632,247193,203884
148,Bhangore,ABDUR RAZZAK MOLLA,M,71,GEN,AITC,101996,91,102087,234029,205927
148,Bhangore,ABDUR RASID GAZI,M,51,GEN,CPM,83808,155,83963,234029,205927
148,Bhangore,ABANI KUMAR MONDAL,M,54,SC,BJP,9557,6,9563,234029,205927
148,Bhangore,JALAL UDDIN AHMED,M,51,GEN,WPOI,4036,3,4039,234029,205927
148,Bhangore,None of the Above,NOTA,2423,0,2423,234029,205927
148,Bhangore,IKBAL MOLLA,M,33,GEN,LJP,2048,0,2048,234029,205927
148,Bhangore,ABDUS SALAM MOLLA (RAJU),M,37,GEN,IND,1804,0,1804,234029,205927
149,Kasba,AHMED JAVED KHAN-&#203;&QUOT;,M,59,GEN,AITC,91624,55,91679,267233,197086
149,Kasba,SHATARUP GHOSH,M,30,GEN,CPM,79640,155,79795,267233,197086
149,Kasba,BIKASH DEBNATH,M,60,GEN,BJP,17545,5,17550,267233,197086
149,Kasba,None of the Above,NOTA,3709,4,3713,267233,197086
149,Kasba,LAKKHI YADAB (ROY),F,29,GEN,BSP,1356,0,1356,267233,197086
149,Kasba,KRISHNA MAITY,F,53,SC,LJP,617,1,618,267233,197086
149,Kasba,SOMNATH DAM,M,45,GEN,IND,596,0,596,267233,197086
149,Kasba,TAPAS KUMAR DEY,M,56,GEN,IND,575,0,575,267233,197086
149,Kasba,SUSANTA KUMAR BISWAS,M,48,SC,IND,486,0,486,267233,197086
149,Kasba,ARUNANSU KUMAR SARKAR,M,46,GEN,IND,365,0,365,267233,197086
149,Kasba,JAYANTA DEBNATH,M,48,GEN,IND,353,0,353,267233,197086
150,Jadavpur,SUJAN CHAKRABORTY,M,57,GEN,CPM,98681,296,98977,273803,204017
150,Jadavpur,MANISH GUPTA,M,74,GEN,AITC,83915,120,84035,273803,204017
150,Jadavpur,DR. MOHIT KUMAR RAY,M,60,GEN,BJP,13909,13,13922,273803,204017
150,Jadavpur,None of the Above,NOTA,4085,8,4093,273803,204017
150,Jadavpur,SUBHAS CHANDRA NASKAR,M,49,SC,BSP,803,0,803,273803,204017
150,Jadavpur,SHYAMAL GUHA MAJUMDAR,M,75,GEN,SUCI,608,4,612,273803,204017
150,Jadavpur,RAHUL BOSE,M,25,GEN,IND,524,0,524,273803,204017
150,Jadavpur,PINTU KARMAKAR,M,38,GEN,IND,433,0,433,273803,204017
150,Jadavpur,SANKAR PRASAD DAS,M,47,GEN,IND,367,0,367,273803,204017
150,Jadavpur,GAUTAM PATRANABISH,M,43,GEN,IND,251,0,251,273803,204017
151,Sonarpur Uttar,FIRDOUSI BEGUM,F,41,GEN,AITC,101798,141,101939,247027,202625
151,Sonarpur Uttar,JYOTIRMOYEE SIKDAR,F,47,GEN,CPM,76789,270,77059,247027,202625
151,Sonarpur Uttar,SATYABRATA DUTTA,M,59,GEN,BJP,15199,19,15218,247027,202625
151,Sonarpur Uttar,None of the Above,NOTA,2954,8,2962,247027,202625
151,Sonarpur Uttar,AJIT BAUL,M,31,SC,BSP,1768,2,1770,247027,202625
151,Sonarpur Uttar,SRIDHAR  BIVUSHAN NANDI,M,36,GEN,SUCI,1438,2,1440,247027,202625
151,Sonarpur Uttar,SUBRATA KAMAR,M,42,GEN,IND,819,0,819,247027,202625
151,Sonarpur Uttar,KARTICK NASKAR,M,65,SC,MPOI,785,2,787,247027,202625
151,Sonarpur Uttar,BANI DAS,F,57,GEN,LJP,631,0,631,247027,202625
152,Tollygunge,AROOP BISWAS,M,52,GEN,AITC,90501,102,90603,257702,193893
152,Tollygunge,MADHUJA SEN ROY,F,32,GEN,CPM,80497,210,80707,257702,193893
152,Tollygunge,N. MOHAN RAO,M,46,GEN,BJP,14835,9,14844,257702,193893
152,Tollygunge,None of the Above,NOTA,3714,5,3719,257702,193893
152,Tollygunge,DR. DIPANKAR SARKAR,M,48,GEN,IND,1627,2,1629,257702,193893
152,Tollygunge,MANOJIT MAITY,M,36,GEN,SHS,1032,0,1032,257702,193893
152,Tollygunge,DEBASHIS DAS,M,49,GEN,IND,572,0,572,257702,193893
152,Tollygunge,RAJKUMAR BASAK,M,40,GEN,SUCI,571,0,571,257702,193893
152,Tollygunge,JAGANNATH SAHA,M,49,SC,IND,216,0,216,257702,193893
153,BEHALA PURBA,SOVAN CHATTERJEE,M,53,GEN,AITC,96510,111,96621,278062,204122
153,BEHALA PURBA,PROFESSOR AMBIKESH MAHAPATRA,M,56,GEN,IND,72042,285,72327,278062,204122
153,BEHALA PURBA,CHANDRA BHAN SINGH,M,52,GEN,BJP,21842,12,21854,278062,204122
153,BEHALA PURBA,None of the Above,NOTA,3910,9,3919,278062,204122
153,BEHALA PURBA,SUMIT BANERJEE,M,53,GEN,SHS,3648,1,3649,278062,204122
153,BEHALA PURBA,BIMAL MONDAL,M,43,GEN,IND,2093,0,2093,278062,204122
153,BEHALA PURBA,RINA ROY,F,50,SC,BSP,1697,3,1700,278062,204122
153,BEHALA PURBA,AYAN NAG,M,42,GEN,IND,1221,0,1221,278062,204122
153,BEHALA PURBA,NAMITA CHAKRABORTY,F,54,GEN,IND,738,0,738,278062,204122
154,Behala paschim,PARTHA CHATTERJEE,M,63,GEN,AITC,101925,189,102114,294404,222079
