ac_no,ac_name,STATE/UT NAME,AC NO.,AC NAME,CANDIDATE NAME,SEX,AGE,CATEGORY,PARTY,SYMBOL,GENERAL,POSTAL,TOTAL,% VOTES POLLED,TOTAL ELECTORS
10,Detailed Results,West Bengal,206,Moyna,3 Manik Bhaumik,MALE,60,GENERAL,INC,Hand,5030,78,5108,2.28,255164
10,Detailed Results,West Bengal,206,Moyna,4 Subrata Bag,MALE,46,SC,SUCI,Battery torch,1658,16,1674,0.75,255164
10,Detailed Results,West Bengal,206,Moyna,5 NOTA,NOTA,NOTA,1324,11,1335,0.59,255164,,,
10,Detailed Results,West Bengal,206,Moyna,6 Kamal Bag,MALE,41,SC,BSP,Elephant,761,5,766,0.34,255164
10,Detailed Results,West Bengal,206,Moyna,7 Mahammad Ali Sk,MALE,55,GENERAL,IND,Football,360,1,361,0.16,255164
10,Detailed Results,West Bengal,206,Moyna,8 Biplab Barai,MALE,37,SC,IND,Apple,232,0,232,0.1,255164
10,Detailed Results,TURN OUT,,,,TOTAL:,222446,1988,224434,87.96,,,,,
10,Detailed Results,West Bengal,207,Nandakumar,1 SUKUMAR DE,MALE,60,GENERAL,AITC,Flowers and Grass,107330,851,108181,47.6,253829
10,Detailed Results,West Bengal,207,Nandakumar,2 ADHIKARY NILANJAN,MALE,41,GENERAL,BJP,Lotus,102106,669,102775,45.22,253829
10,Detailed Results,West Bengal,207,Nandakumar,3 KARUNA SANKAR BHOWMIK,MALE,53,GENERAL,CPI(M),"Hammer, Sickle and Star",12651,131,12782,5.62,253829
10,Detailed Results,West Bengal,207,Nandakumar,4 NOTA,NOTA,NOTA,1471,2,1473,0.65,253829,,,
10,Detailed Results,West Bengal,207,Nandakumar,5 Saumitra Pattanayak,MALE,38,GENERAL,SUCI,Battery Torch,1341,8,1349,0.59,253829
10,Detailed Results,West Bengal,207,Nandakumar,6 Marphat Ali Khan,MALE,58,GENERAL,IND,Grapes,711,4,715,0.31,253829
10,Detailed Results,TURN OUT,,,,TOTAL:,225610,1665,227275,89.54,,,,,
10,Detailed Results,West Bengal,208,Mahisadal,1 TILAK KUMAR CHAKRABORTY,MALE,55,GENERAL,AITC,Flowers and Grass,100768,1218,101986,46.49,245266
10,Detailed Results,West Bengal,208,Mahisadal,2 BISWANATH BANERJEE,MALE,43,GENERAL,BJP,Lotus,98635,965,99600,45.41,245266
10,Detailed Results,West Bengal,208,Mahisadal,3 BIKRAM CHATTERJEE,MALE,39,GENERAL,RSSCMJP,Envelope,13685,111,13796,6.29,245266
10,Detailed Results,West Bengal,208,Mahisadal,4 NOTA,NOTA,NOTA,1759,6,1765,0.8,245266,,,
10,Detailed Results,West Bengal,208,Mahisadal,5 TAPAN KUMAR MAITY,MALE,54,GENERAL,SUCI,Battery torch,969,13,982,0.45,245266
10,Detailed Results,West Bengal,208,Mahisadal,6 PHAJLUR RAHAMAN SEK,MALE,59,GENERAL,IND,Gas Cylinder,785,3,788,0.36,245266
10,Detailed Results,West Bengal,208,Mahisadal,7 KOUSHIK DAS,MALE,46,GENERAL,IND,Football,429,9,438,0.2,245266
10,Detailed Results,TURN OUT,,,,TOTAL:,217030,2325,219355,89.44,,,,,
10,Detailed Results,West Bengal,209,Haldia,1 Tapasi Mondal,FEMALE,49,SC,BJP,Lotus,103489,637,104126,47.15,251051
10,Detailed Results,West Bengal,209,Haldia,2 Swapan Naskar,MALE,57,SC,AITC,Flowers and Grass,88663,455,89118,40.36,251051
10,Detailed Results,West Bengal,209,Haldia,3 Kar Paik Manika,FEMALE,43,SC,CPI(M),"Hammer, Sickle and Star",22510,178,22688,10.27,251051
10,Detailed Results,West Bengal,209,Haldia,4 Subrata Ghorai,MALE,42,SC,BSP,Elephant,1920,2,1922,0.87,251051
10,Detailed Results,West Bengal,209,Haldia,5 Narayan Pramanik,MALE,52,SC,SUCI,Battery torch,1548,8,1556,0.7,251051
10,Detailed Results,West Bengal,209,Haldia,6 NOTA,NOTA,NOTA,1408,5,1413,0.64,251051,,,
10,Detailed Results,TURN OUT,,,,TOTAL:,219538,1285,220823,87.96,,,,,
10,Detailed Results,West Bengal,210,Nandigram,1 ADHIKARI SUVENDU,MALE,50,GENERAL,BJP,Lotus,109673,1091,110764,48.49,257999
10,Detailed Results,West Bengal,210,Nandigram,2 Mamata Banerjee,FEMALE,66,GENERAL,AITC,Flowers and Grass,107937,871,108808,47.64,257999
10,Detailed Results,West Bengal,210,Nandigram,3 Minakshi Mukherjee,FEMALE,37,GENERAL,CPI(M),"Hammer, Sickle and Star",6198,69,6267,2.74,257999
10,Detailed Results,West Bengal,210,Nandigram,4 NOTA,NOTA,NOTA,1089,1,1090,0.48,257999,,,
10,Detailed Results,West Bengal,210,Nandigram,5 Swapan Parua,MALE,33,GENERAL,IND,Truck,773,3,776,0.34,257999
10,Detailed Results,West Bengal,210,Nandigram,6 Sk Saddam Hossain,MALE,28,GENERAL,IND,DIAMOND,310,3,313,0.14,257999
10,Detailed Results,West Bengal,210,Nandigram,7 MANOJ KUMAR DAS,MALE,49,GENERAL,SUCI,Battery torch,235,5,240,0.11,257999
10,Detailed Results,West Bengal,210,Nandigram,8 Dipak Kumar Gayen,MALE,44,GENERAL,IND,Bat,74,0,74,0.03,257999
10,Detailed Results,West Bengal,210,Nandigram,9 Subrata Bose,MALE,62,GENERAL,IND,Brush,72,1,73,0.03,257999
10,Detailed Results,TURN OUT,,,,TOTAL:,226361,2044,228405,88.53,,,,,
10,Detailed Results,West Bengal,211,Chandipur,1 Soham Chakraborty,MALE,37,GENERAL,AITC,Flowers and Grass,109193,577,109770,49.82,245775
10,Detailed Results,West Bengal,211,Chandipur,2 Pulak Kanti Guria,MALE,39,GENERAL,BJP,Lotus,95695,603,96298,43.71,245775
10,Detailed Results,West Bengal,211,Chandipur,3 Ashis Kumar Guchhait,MALE,32,GENERAL,CPI(M),"Hammer, Sickle and Star",9708,129,9837,4.46,245775
10,Detailed Results,West Bengal,211,Chandipur,4 Bikash Chandra Das,MALE,51,GENERAL,WBSP,Tractor Chalata Kisan,1365,0,1365,0.62,245775
10,Detailed Results,West Bengal,211,Chandipur,5 Biswanath Ghorai,MALE,54,SC,BSP,Elephant,1253,1,1254,0.57,245775
10,Detailed Results,West Bengal,211,Chandipur,6 NOTA,NOTA,NOTA,726,10,736,0.33,245775,,,
10,Detailed Results,West Bengal,211,Chandipur,7 Arup Kumar Sahoo,MALE,39,GENERAL,IND,Television,589,3,592,0.27,245775
10,Detailed Results,West Bengal,211,Chandipur,8 Swapan Kumar Bhowmik,MALE,57,GENERAL,SUCI,Battery torch,470,5,475,0.22,245775
10,Detailed Results,TURN OUT,,,,TOTAL:,218999,1328,220327,89.65,,,,,
10,Detailed Results,West Bengal,212,Patashpur,1 UTTAM BARIK,MALE,46,GENERAL,AITC,Flowers and Grass,104268,1031,105299,50.42,236413
10,Detailed Results,West Bengal,212,Patashpur,2 AMBUJAKSHA MAHANTI,MALE,68,GENERAL,BJP,Lotus,94402,903,95305,45.64,236413
10,Detailed Results,West Bengal,212,Patashpur,3 SAIKAT GIRI,MALE,31,GENERAL,CPI,Ears of Corn And Sickle,6525,106,6631,3.18,236413
10,Detailed Results,West Bengal,212,Patashpur,4 NOTA,NOTA,NOTA,856,5,861,0.41,236413,,,
10,Detailed Results,West Bengal,212,Patashpur,5 SURJYENDU BIKASH PATRA,MALE,36,GENERAL,SUCI,Battery torch,721,10,731,0.35,236413
10,Detailed Results,TURN OUT,,,,TOTAL:,206772,2055,208827,88.33,,,,,
10,Detailed Results,West Bengal,213,Kanthi Uttar,1 SUMITA SINHA,FEMALE,53,GENERAL,BJP,Lotus,112677,847,113524,49.7,257427
10,Detailed Results,West Bengal,213,Kanthi Uttar,2 TARUN KUMAR JANA,MALE,45,GENERAL,AITC,Flowers and Grass,103116,1078,104194,45.62,257427
10,Detailed Results,West Bengal,213,Kanthi Uttar,3 SUTANU MAITY,MALE,45,GENERAL,CPI(M),"Hammer, Sickle and Star",6432,72,6504,2.85,257427
10,Detailed Results,West Bengal,213,Kanthi Uttar,4 NOTA,NOTA,NOTA,1486,6,1492,0.65,257427,,,
10,Detailed Results,West Bengal,213,Kanthi Uttar,5 PRABIR MISHRA,MALE,43,GENERAL,IND,Football,864,2,866,0.38,257427
10,Detailed Results,West Bengal,213,Kanthi Uttar,6 PANCHANAN DAS,MALE,45,GENERAL,SUCI,Battery torch,767,6,773,0.34,257427
10,Detailed Results,West Bengal,213,Kanthi Uttar,7 LIRIKA MUKTAR,FEMALE,26,GENERAL,IND,Tractor Chalata Kisan,649,3,652,0.29,257427
10,Detailed Results,West Bengal,213,Kanthi Uttar,8 DEBASIS DAS,MALE,43,GENERAL,IND,Apple,213,0,213,0.09,257427
10,Detailed Results,West Bengal,213,Kanthi Uttar,9 BISWANATH DAS,MALE,55,SC,IUC,Glass Tumbler,198,0,198,0.09,257427
10,Detailed Results,TURN OUT,,,,TOTAL:,226402,2014,228416,88.73,,,,,
10,Detailed Results,West Bengal,214,Bhagabanpur,1 RABINDRANATH MAITY,MALE,50,GENERAL,BJP,Lotus,120633,847,121480,54.56,254184
10,Detailed Results,West Bengal,214,Bhagabanpur,2 ARDHENDU MAITY,MALE,68,GENERAL,AITC,Flowers and Grass,93228,703,93931,42.19,254184
10,Detailed Results,West Bengal,214,Bhagabanpur,3 SHIU MAITI,MALE,42,GENERAL,INC,Hand,5192,82,5274,2.37,254184
10,Detailed Results,West Bengal,214,Bhagabanpur,4 NOTA,NOTA,NOTA,1013,6,1019,0.46,254184,,,
10,Detailed Results,West Bengal,214,Bhagabanpur,5 ASOKTARU PRADHAN,MALE,59,GENERAL,SUCI,Battery torch,938,8,946,0.42,254184
10,Detailed Results,TURN OUT,,,,TOTAL:,221004,1646,222650,87.59,,,,,
10,Detailed Results,West Bengal,215,Khejuri,1 SANTANU PRAMANIK,MALE,36,SC,BJP,Lotus,109697,710,110407,51.93,238630
10,Detailed Results,West Bengal,215,Khejuri,2 PARTHA PRATIM DAS,MALE,50,SC,AITC,Flowers and Grass,91814,628,92442,43.48,238630
10,Detailed Results,West Bengal,215,Khejuri,3 HIMANGSHU DAS,MALE,60,SC,CPI(M),"Hammer, Sickle and Star",7747,65,7812,3.67,238630
10,Detailed Results,West Bengal,215,Khejuri,4 NOTA,NOTA,NOTA,1129,7,1136,0.53,238630,,,
10,Detailed Results,West Bengal,215,Khejuri,5 Somnath Mandal,MALE,67,SC,SUCI,Battery torch,817,7,824,0.39,238630
10,Detailed Results,TURN OUT,,,,TOTAL:,211204,1417,212621,89.1,,,,,
10,Detailed Results,West Bengal,216,Kanthi Dakshin,1 ARUP KUMAR DAS,MALE,63,GENERAL,BJP,Lotus,97499,978,98477,50.58,224657
10,Detailed Results,West Bengal,216,Kanthi Dakshin,2 JYOTIRMOY KAR,MALE,73,GENERAL,AITC,Flowers and Grass,87257,927,88184,45.3,224657
10,Detailed Results,West Bengal,216,Kanthi Dakshin,3 ANURUP PANDA,MALE,80,GENERAL,CPI,Ears of Corn And Sickle,5895,119,6014,3.09,224657
10,Detailed Results,West Bengal,216,Kanthi Dakshin,4 SHRABANI PAHARI,FEMALE,53,GENERAL,SUCI,Battery Torch,1130,6,1136,0.58,224657
10,Detailed Results,West Bengal,216,Kanthi Dakshin,5 NOTA,NOTA,NOTA,863,7,870,0.45,224657,,,
10,Detailed Results,TURN OUT,,,,TOTAL:,192644,2037,194681,86.66,,,,,
10,Detailed Results,West Bengal,217,Ramnagar,1 AKHIL GIRI,MALE,62,GENERAL,AITC,Flowers and Grass,111870,752,112622,50.72,264900
10,Detailed Results,West Bengal,217,Ramnagar,2 SWADESH RANJAN NAYAK,MALE,66,GENERAL,BJP,Lotus,99477,628,100105,45.08,264900
10,Detailed Results,West Bengal,217,Ramnagar,3 SABYASACHI JANA,MALE,59,GENERAL,CPI(M),"Hammer, Sickle and Star",6657,94,6751,3.04,264900
10,Detailed Results,West Bengal,217,Ramnagar,4 NOTA,NOTA,NOTA,1230,3,1233,0.56,264900,,,
10,Detailed Results,West Bengal,217,Ramnagar,5 ARATI PAHARI,FEMALE,54,GENERAL,SUCI,Battery torch,942,2,944,0.43,264900
10,Detailed Results,West Bengal,217,Ramnagar,6 TRAYEE PRADHAN,FEMALE,30,GENERAL,RTORP,Pressure Cooker,399,6,405,0.18,264900
10,Detailed Results,TURN OUT,,,,TOTAL:,220575,1485,222060,83.83,,,,,
10,Detailed Results,West Bengal,218,Egra,1 TARUN KUMAR MAITY,MALE,53,GENERAL,AITC,Flowers and Grass,124805,958,125763,52.22,284614
10,Detailed Results,West Bengal,218,Egra,2 ARUP DASH,MALE,30,GENERAL,BJP,Lotus,106357,915,107272,44.55,284614
10,Detailed Results,West Bengal,218,Egra,3 MANAS KUMAR KARMAHAPATRA,MALE,60,GENERAL,INC,Hand,4997,89,5086,2.11,284614
10,Detailed Results,West Bengal,218,Egra,4 NOTA,NOTA,NOTA,1388,5,1393,0.58,284614,,,
10,Detailed Results,West Bengal,218,Egra,5 JAGADIS SAU,MALE,60,GENERAL,SUCI,Battery torch,1290,13,1303,0.54,284614
10,Detailed Results,TURN OUT,,,,TOTAL:,238837,1980,240817,84.61,,,,,
10,Detailed Results,West Bengal,219,Dantan,1 BIKRAM CHANDRA PRADHAN,MALE,67,GENERAL,AITC,Flowers and Grass,94609,600,95209,48.13,233841
10,Detailed Results,West Bengal,219,Dantan,2 Saktipada Nayak,MALE,61,GENERAL,BJP,Lotus,93834,752,94586,47.82,233841
10,Detailed Results,West Bengal,219,Dantan,3 SISIR KUMAR PATRA,MALE,46,GENERAL,CPI,Ears of Corn And Sickle,5556,96,5652,2.86,233841
10,Detailed Results,West Bengal,219,Dantan,4 NOTA,NOTA,NOTA,1245,5,1250,0.63,233841,,,
10,Detailed Results,West Bengal,219,Dantan,5 SUBHAS DAS,MALE,59,GENERAL,SUCI,Battery Torch,1096,5,1101,0.56,233841
10,Detailed Results,TURN OUT,,,,TOTAL:,196340,1458,197798,84.59,,,,,
10,Detailed Results,West Bengal,220,Nayagram,1 DULAL MURMU,MALE,44,ST,AITC,Flowers and Grass,99825,1078,100903,52.46,226791
10,Detailed Results,West Bengal,220,Nayagram,2 BAKUL MURMU,MALE,52,ST,BJP,Lotus,77089,1060,78149,40.63,226791
10,Detailed Results,West Bengal,220,Nayagram,3 HARIPADA SAREN,MALE,42,ST,CPI(M),"Hammer, Sickle and Star",5755,108,5863,3.05,226791
10,Detailed Results,West Bengal,220,Nayagram,4 NOTA,NOTA,NOTA,3077,9,3086,1.6,226791,,,
10,Detailed Results,West Bengal,220,Nayagram,5 SHYAM MANDI,MALE,37,ST,BSP,Elephant,1844,14,1858,0.97,226791
10,Detailed Results,West Bengal,220,Nayagram,6 BIDHAN CHANDRA SING,MALE,36,ST,IND,Football,896,9,905,0.47,226791
10,Detailed Results,West Bengal,220,Nayagram,7 SHYAMLAL HANSDA,MALE,32,ST,IND,FLUTE,897,4,901,0.47,226791
10,Detailed Results,West Bengal,220,Nayagram,8 KALICHARAN BESHRA,MALE,38,ST,SUCI,Battery torch,685,4,689,0.36,226791
10,Detailed Results,TURN OUT,,,,TOTAL:,190068,2286,192354,84.82,,,,,
10,Detailed Results,West Bengal,221,Gopiballavpur,1 Dr. Khagendra Nath Mahata,MALE,39,GENERAL,AITC,Flowers and Grass,102710,1405,104115,52.3,226417
10,Detailed Results,West Bengal,221,Gopiballavpur,2 Sanjit Mahata,MALE,43,GENERAL,BJP,Lotus,79106,1241,80347,40.36,226417
10,Detailed Results,West Bengal,221,Gopiballavpur,3 Prasanta Kumar Das,MALE,56,GENERAL,CPI(M),"Hammer, Sickle and Star",5689,130,5819,2.92,226417
10,Detailed Results,West Bengal,221,Gopiballavpur,4 NOTA,NOTA,NOTA,2781,10,2791,1.4,226417,,,
10,Detailed Results,West Bengal,221,Gopiballavpur,5 Banamali Nayek,MALE,46,SC,BSP,Elephant,1248,12,1260,0.63,226417
10,Detailed Results,West Bengal,221,Gopiballavpur,6 Subhas Mahata (Bula Babu),MALE,42,GENERAL,IND,Grapes,1214,10,1224,0.61,226417
10,Detailed Results,West Bengal,221,Gopiballavpur,7 Rajesh Mahato,MALE,46,GENERAL,IND,Football,1162,5,1167,0.59,226417
10,Detailed Results,West Bengal,221,Gopiballavpur,8 Ashoke Mahata,MALE,30,GENERAL,IND,Whistle,972,8,980,0.49,226417
10,Detailed Results,West Bengal,221,Gopiballavpur,9 Susanta Kumar Das,MALE,56,GENERAL,IND,Bat,767,11,778,0.39,226417
10,Detailed Results,West Bengal,221,Gopiballavpur,10 Jiten Giri,MALE,64,GENERAL,IND,Battery torch,572,17,589,0.3,226417
10,Detailed Results,TURN OUT,,,,TOTAL:,196221,2849,199070,87.92,,,,,
10,Detailed Results,West Bengal,222,Jhargram,1 BIRBAHA HANSDA,FEMALE,38,ST,AITC,Flowers and Grass,108044,1449,109493,54.26,236035
10,Detailed Results,West Bengal,222,Jhargram,2 SUKHAMAY SATPATHY (JAHAR),MALE,52,GENERAL,BJP,Lotus,70048,1205,71253,35.31,236035
10,Detailed Results,West Bengal,222,Jhargram,3 MADHUJA SEN ROY,FEMALE,37,GENERAL,CPI(M),"Hammer, Sickle and Star",10179,251,10430,5.17,236035
10,Detailed Results,West Bengal,222,Jhargram,4 NOTA,NOTA,NOTA,3615,21,3636,1.8,236035,,,
10,Detailed Results,West Bengal,222,Jhargram,5 RAMKRISHNA SARKAR,MALE,73,GENERAL,BSP,Elephant,1786,16,1802,0.89,236035
10,Detailed Results,West Bengal,222,Jhargram,6 ARCHANA SAIN,FEMALE,52,GENERAL,SUCI,Battery torch,1187,6,1193,0.59,236035
10,Detailed Results,West Bengal,222,Jhargram,7 MADHUSUDAN SINGHA,MALE,44,GENERAL,IND,Football,1155,4,1159,0.57,236035
10,Detailed Results,West Bengal,222,Jhargram,8 HAMLET BASKEY,MALE,57,ST,IND,FLUTE,941,11,952,0.47,236035
10,Detailed Results,West Bengal,222,Jhargram,9 SIBAJI MAHATA,MALE,47,GENERAL,IND,Balloon,786,14,800,0.4,236035
10,Detailed Results,West Bengal,222,Jhargram,10 LAXMAN HANSDA,MALE,26,ST,AMB,COMPUTER,573,7,580,0.29,236035
10,Detailed Results,West Bengal,222,Jhargram,11 ASHUTOSH RANA,MALE,57,SC,IND,Bat,488,11,499,0.25,236035
10,Detailed Results,TURN OUT,,,,TOTAL:,198802,2995,201797,85.49,,,,,
10,Detailed Results,West Bengal,223,Keshiary,1 PARESH MURMU,MALE,52,ST,AITC,Flowers and Grass,105826,540,106366,50.01,238835
10,Detailed Results,West Bengal,223,Keshiary,2 SONALI MURMU SOREN,FEMALE,40,ST,BJP,Lotus,90298,738,91036,42.8,238835
10,Detailed Results,West Bengal,223,Keshiary,3 DR. PULIN BIHARI BASKE,MALE,53,ST,CPI(M),"Hammer, Sickle and Star",9165,105,9270,4.36,238835
10,Detailed Results,West Bengal,223,Keshiary,4 NOTA,NOTA,NOTA,2564,6,2570,1.21,238835,,,
10,Detailed Results,West Bengal,223,Keshiary,5 MITHUN MANDI,MALE,30,ST,BSP,Elephant,1899,5,1904,0.9,238835
10,Detailed Results,West Bengal,223,Keshiary,6 JHARESWAR ROUTH,MALE,49,ST,SUCI,Battery Torch,1523,12,1535,0.72,238835
10,Detailed Results,TURN OUT,,,,TOTAL:,211275,1406,212681,89.05,,,,,
10,Detailed Results,West Bengal,224,Kharagpur Sadar,1 HIRANMOY CHATTOPADHYAYA,MALE,45,GENERAL,BJP,Lotus,79129,478,79607,46.45,234672
10,Detailed Results,West Bengal,224,Kharagpur Sadar,2 PRADIP SARKAR,MALE,49,GENERAL,AITC,Flowers and Grass,75461,375,75836,44.25,234672
10,Detailed Results,West Bengal,224,Kharagpur Sadar,3 REETA SHARMA,FEMALE,62,GENERAL,INC,Hand,10705,86,10791,6.3,234672
10,Detailed Results,West Bengal,224,Kharagpur Sadar,4 NOTA,NOTA,NOTA,2628,15,2643,1.54,234672,,,
10,Detailed Results,West Bengal,224,Kharagpur Sadar,5 D. MADHUSUDAN RAO,MALE,43,GENERAL,HUMP,CCTV Camera,1697,4,1701,0.99,234672
10,Detailed Results,West Bengal,224,Kharagpur Sadar,6 SURANJAN MAHAPATRA,MALE,53,GENERAL,SUCI,Battery torch,800,7,807,0.47,234672
10,Detailed Results,TURN OUT,,,,TOTAL:,170420,965,171385,73.03,,,,,
10,Detailed Results,West Bengal,225,Narayangarh,1 ATTA SURJA KANTA,MALE,57,GENERAL,AITC,Flowers and Grass,100440,454,100894,46.33,243832
10,Detailed Results,West Bengal,225,Narayangarh,2 RAMA PRASAD GIRI,MALE,45,GENERAL,BJP,Lotus,97758,720,98478,45.23,243832
10,Detailed Results,West Bengal,225,Narayangarh,3 TAPAS SINHA,MALE,54,GENERAL,CPI(M),"Hammer, Sickle and Star",13070,159,13229,6.08,243832
10,Detailed Results,West Bengal,225,Narayangarh,4 SHYAMA PADA JANA,MALE,63,GENERAL,SUCI,Battery torch,2812,21,2833,1.3,243832
10,Detailed Results,West Bengal,225,Narayangarh,5 NOTA,NOTA,NOTA,1750,6,1756,0.81,243832,,,
10,Detailed Results,West Bengal,225,Narayangarh,6 BANAMALI DAS,MALE,33,GENERAL,IND,Bat,557,3,560,0.26,243832
10,Detailed Results,TURN OUT,,,,TOTAL:,216387,1363,217750,89.3,,,,,
10,Detailed Results,West Bengal,226,Sabang,1 MANAS RANJAN BHUNIA,MALE,68,GENERAL,AITC,Flowers and Grass,110370,1728,112098,47.46,264783
10,Detailed Results,West Bengal,226,Sabang,2 AMULYA MAITY,MALE,63,GENERAL,BJP,Lotus,100807,1427,102234,43.28,264783
10,Detailed Results,West Bengal,226,Sabang,3 CHIRANJIB BHOWMIK,MALE,47,GENERAL,INC,Hand,17099,344,17443,7.38,264783
10,Detailed Results,West Bengal,226,Sabang,4 NOTA,NOTA,NOTA,1515,19,1534,0.65,264783,,,
10,Detailed Results,West Bengal,226,Sabang,5 Harekrishna Maiti,MALE,59,GENERAL,SUCI,Battery torch,1453,29,1482,0.63,264783
10,Detailed Results,West Bengal,226,Sabang,6 DEBASHIS BARMAN,MALE,27,SC,AMB,COMPUTER,1408,2,1410,0.6,264783
10,Detailed Results,TURN OUT,,,,TOTAL:,232652,3549,236201,89.21,,,,,
10,Detailed Results,West Bengal,227,Pingla,1 AJIT MAITY,MALE,66,GENERAL,AITC,Flowers and Grass,111624,811,112435,49.17,255054
10,Detailed Results,West Bengal,227,Pingla,2 ANTARA BHATTACHARYYA,FEMALE,47,GENERAL,BJP,Lotus,104754,1025,105779,46.26,255054
10,Detailed Results,West Bengal,227,Pingla,3 SAMIR ROY,MALE,72,GENERAL,INC,Hand,7021,82,7103,3.11,255054
10,Detailed Results,West Bengal,227,Pingla,4 NOTA,NOTA,NOTA,2060,13,2073,0.91,255054,,,
10,Detailed Results,West Bengal,227,Pingla,5 SISHIR KUMAR MANNA,MALE,39,GENERAL,SUCI,Battery torch,1270,9,1279,0.56,255054
10,Detailed Results,TURN OUT,,,,TOTAL:,226729,1940,228669,89.66,,,,,
10,Detailed Results,West Bengal,228,Kharagpur,1 DINEN ROY,MALE,65,GENERAL,AITC,Flowers and Grass,109250,477,109727,54.85,227081
10,Detailed Results,West Bengal,228,Kharagpur,2 TAPAN BHUYA,MALE,45,GENERAL,BJP,Lotus,72505,992,73497,36.74,227081
10,Detailed Results,West Bengal,228,Kharagpur,3 SYED SADDAM ALI,MALE,29,GENERAL,CPI(M),"Hammer, Sickle and Star",11156,89,11245,5.62,227081
10,Detailed Results,West Bengal,228,Kharagpur,4 NOTA,NOTA,NOTA,2310,4,2314,1.16,227081,,,
10,Detailed Results,West Bengal,228,Kharagpur,5 SEKH ABDUR RAHAMAN,MALE,38,GENERAL,HUMP,CCTV Camera,1687,3,1690,0.84,227081
10,Detailed Results,West Bengal,228,Kharagpur,6 MANIK CHANDRA PARIA,MALE,49,SC,SUCI,Battery torch,949,5,954,0.48,227081
10,Detailed Results,West Bengal,228,Kharagpur,7 BARSHA MAHAPATRA,FEMALE,27,GENERAL,AMB,Bat,611,6,617,0.31,227081
10,Detailed Results,TURN OUT,,,,TOTAL:,198468,1576,200044,88.09,,,,,
10,Detailed Results,West Bengal,229,Debra,1 HUMAYUN KABIR,MALE,59,GENERAL,AITC,Flowers and Grass,94683,1167,95850,46.79,234184
10,Detailed Results,West Bengal,229,Debra,2 BHARATI GHOSH,FEMALE,58,GENERAL,BJP,Lotus,83654,970,84624,41.31,234184
10,Detailed Results,West Bengal,229,Debra,3 PRANKRISHNA MONDAL,MALE,51,GENERAL,CPI(M),"Hammer, Sickle and Star",20450,273,20723,10.12,234184
10,Detailed Results,West Bengal,229,Debra,4 DIPANKAR MAITY,MALE,49,GENERAL,SUCI,BUCKET,1501,8,1509,0.74,234184
10,Detailed Results,West Bengal,229,Debra,5 NOTA,NOTA,NOTA,1346,7,1353,0.66,234184,,,
10,Detailed Results,West Bengal,229,Debra,6 SUKANTA DAS,MALE,44,GENERAL,IND,Batsman,806,1,807,0.39,234184
10,Detailed Results,TURN OUT,,,,TOTAL:,202440,2426,204866,87.48,,,,,
10,Detailed Results,West Bengal,230,Daspur,1 MAMATA BHUNIA,FEMALE,59,GENERAL,AITC,Flowers and Grass,113911,842,114753,51.58,298096
10,Detailed Results,West Bengal,230,Daspur,2 PRASANTA BERA,MALE,36,GENERAL,BJP,Lotus,87178,733,87911,39.52,298096
10,Detailed Results,West Bengal,230,Daspur,3 DHRUBA SEKHAR MANDAL,MALE,49,GENERAL,CPI(M),"Hammer, Sickle and Star",16649,396,17045,7.66,298096
10,Detailed Results,West Bengal,230,Daspur,4 JAGADISH MONDAL ADHIKARY,MALE,41,GENERAL,SUCI,Battery torch,1379,8,1387,0.62,298096
10,Detailed Results,West Bengal,230,Daspur,5 NOTA,NOTA,NOTA,1356,12,1368,0.61,298096,,,
10,Detailed Results,TURN OUT,,,,TOTAL:,220473,1991,222464,74.63,,,,,
10,Detailed Results,West Bengal,231,Ghatal,1 SITAL KAPAT,MALE,31,SC,BJP,Lotus,104753,1059,105812,46.95,279908
10,Detailed Results,West Bengal,231,Ghatal,2 SHANKAR DOLAI,MALE,63,SC,AITC,Flowers and Grass,104044,802,104846,46.52,279908
10,Detailed Results,West Bengal,231,Ghatal,3 KAMAL CHANDRA DOLUI,MALE,47,SC,CPI(M),"Hammer, Sickle and Star",9931,234,10165,4.51,279908
10,Detailed Results,West Bengal,231,Ghatal,4 ANJAN JANA,MALE,58,SC,SUCI,Battery torch,1998,10,2008,0.89,279908
10,Detailed Results,West Bengal,231,Ghatal,5 NOTA,NOTA,NOTA,1295,10,1305,0.58,279908,,,
10,Detailed Results,West Bengal,231,Ghatal,6 TAPAN KUMAR DOLUI,MALE,51,SC,IND,Pen Nib with Seven Rays,1232,7,1239,0.55,279908
10,Detailed Results,TURN OUT,,,,TOTAL:,223253,2122,225375,80.52,,,,,
10,Detailed Results,West Bengal,232,Chandrakona,1 ARUP DHARA,MALE,40,SC,AITC,Flowers and Grass,121315,531,121846,48.87,279867
10,Detailed Results,West Bengal,232,Chandrakona,2 SIBARAM DAS,MALE,44,SC,BJP,Lotus,109831,734,110565,44.35,279867
10,Detailed Results,West Bengal,232,Chandrakona,3 GOURANGA DAS,MALE,65,SC,RSSCMJP,Envelope,10712,89,10801,4.33,279867
10,Detailed Results,West Bengal,232,Chandrakona,4 NOTA,NOTA,NOTA,2900,6,2906,1.17,279867,,,
10,Detailed Results,West Bengal,232,Chandrakona,5 SUDHIR ARI,MALE,65,SC,IND,Camera,1666,4,1670,0.67,279867
10,Detailed Results,West Bengal,232,Chandrakona,6 AKSHAY KHAN,MALE,53,SC,SUCI,Battery torch,1524,3,1527,0.61,279867
